text_EN,text_ZH,labels
"I'm nervous, my class presentation is tomorrow and I hate speaking in front of crowds.",我很紧张，我的课堂报告是明天，我讨厌在人群面前演讲。,3
I'm rather anxious about what will happen,我很担心会发生什么,3
I am feeling afraid I won't pass my driver's test.,我担心我不会通过我的驾驶考试。,3
I have no money,我没钱,3
Today I am feeling a little afraid that I will not have good grades in the exam results expected later today.,今天我有点害怕我今天晚些时候的考试成绩不会有好成绩。,3
I'm seriously concerned about climate change,我非常担心气候变化,3
"I'm okay, I just have some anxiety about the future.",我没事，只是对未来有些担忧。,3
I'm shaky and have a feeling of dread,我颤抖着，有一种恐惧的感觉,3
I feel really anxious due to some financial problems,由于一些财务问题，我感到非常焦虑,3
"I continue to struggle with my anxiety, it is a continuous fear within my being",我继续与我的焦虑作斗争，这是我内心不断的恐惧,3
"Been better mate, stressing over this important job interview, I really need this job and I know it's perfect for me.",更好的伙伴，在这次重要的工作面试中压力很大，我真的需要这份工作，我知道这对我来说是完美的。,3
Today is just one of those days that I am not looking forward to.,今天只是我不期待的那些日子之一。,3
I am not sure that I have studied enough for the exam.,我不确定我是否对考试准备充分。,3
"I feel afraid, causing my anxiety to be very high.",我感到害怕，导致我非常焦虑。,3
